発信日,内容,リンク,,発信媒体,,,,,,,,
2024/12/31 7:09,"【2024年を1ヶ月ごとに振り返ってみた】

みなさん、どんな一年でしたか？",https://www.loom.com/share/c2006c2fe5804716a273a3c5796ee08f?sid=f27d7c61-3725-482e-b46e-543db8192d9e,,,,,,,,,,
2025/01/02 12:03,"みなさん、あけましておめでとうございます！

新年1発目のぽんぬのつぶやき！

BGMいれたらloomにアップできなかったので、こちらからお聞きください！",https://drive.google.com/file/d/1NevBpi9B3ngtWlNyyIeqtFRN_K-SygHn/view?usp=drivesdk,,,,,,,,,,
2025/01/11 6:41,"全然つぶやけてなかった！！！すみません！

ペースもどします！

【高単価な案件を受けれるようになって大変だったこと】",https://www.loom.com/share/d1c34fe2dd924f649d9ef7952bb083bf,,,,,,,,,,
2025/01/16 6:46,"Aiつかうときに知っててよかった考えたをまとめてみました！
今日はスタエフです！",https://stand.fm/episodes/67882c168799ce98b59b5fc5,,,,,,,,,,
2025/01/17 9:39,"【みんな，，なに知りたい？】
・マーケティングってどうやっておぼえましたか？
・デザインどうやって色々作れるようになりましたか？
などなど、質問が増えてきたのでみんなに質問をしました！

ぜひ気軽にコメントしてください(loomにコメントお願いいたします)",https://www.loom.com/share/7bfc6a801995484387a4bd4d7f90d301,,,,,,,,,,
2025/01/20 8:11,"【みんなが知りたいことがわかりました】

コメントみなさんありがとうございました！
そして、結論がでましたね。

みんなが知りたいやつ，アレでした",https://stand.fm/episodes/678d80e4568db1bb73396ba7,,,,,,,,,,
2025/01/22 7:45,"2025/01/22 ぽんぬのつぶやき

パートナーとうまくいかない問題",https://www.loom.com/share/2abf331331194f7a9bb2a4cf64dba37d?sid=3e56ca00-83e7-489a-bcb3-6b86eca7d52f,,,,,,,,,,
2025/01/27 13:43,"【ホワイトボード機能、使ってる？】

・チームで案件こなす時
・納品物がいろいろある（サムネと、スライドと、バナーと・・・みたいな）
・全体のイメージをすり合わせしたい

そんなとき、ぜひ使ってほしいのがこの機能です！
ぽんぬ案件で毎回でてくるこの使い方、知らない人がいたらもったいないのでご覧ください！",https://www.loom.com/share/88b6f671de6a41e9aa3adeaf5a13e600?sid=219bee94-747d-42b7-b7c8-0edad43e36b8,,,,,,,,,,
2025/01/28 11:02,"みなさん，お疲れ様です。

今日の勉強会，急に変更となり申し訳ありません。

朝から寝てるはずなのに眩暈と吐き気が激しく、なんだこりゃ、、、と先ほど医者に行ってきました。

どうやらメニエール病になりかけているそうで，その発作らしいです。

頓服もらってきて、今横になってますがどうにも対処がわからす...

本日だけ、ちょっと連絡とりにくくなります。申し訳ないです",,,,,,,,,,,
2025/01/29 17:21,"【メニエール病になりかけていたので今後どうする？】

みなさまご心配をおかけしております、、、",https://stand.fm/episodes/6799e4c980ad5d94e163ee6f,,,,,,,,,,
2025/01/30 18:30,"たった今たくさん募集出しました！

あとみんな・・・
アイキャッチレッスンやってね・・・文字組みうまくなるからね・・・文字組みできるとクオリティ上がるからね・・・

アイキャッチレッスンの課題、まだ一人も出してないんよ（泣）",,,,,,,,,,,
2025/02/01 6:20,【スライドの値段を上げる最初のタイミング】,https://www.loom.com/share/b6e74b35b10f47fa9f489f9e2fa3cf23?sid=c14688fa-dfab-4a96-95b7-3bb1ce378d26,,,,,,,,,,
2025/02/03 8:11,"【ポスト上手い人紹介】

クライアントワーカーとしての発信が上手いなぁ，と思うメンバーを紹介しました！",https://stand.fm/episodes/679ffb26c92e42bb23735591,,,,,,,,,,
2025/02/08 16:41,"【月収50~200万、って何やるとそうなるん？】

まだ駆け出しの時は「月収100マンって何すればそうなるん！？！？！」っておもってました

多分そう感じる人もいるよねってことで
マネーフォワード確定申告の画面とともにリアルを話しました",https://www.loom.com/share/e9afc905b3f14d2fb70ca337710b1949?sid=129bb13a-5c55-4b26-86d2-eaa1fbd9cbeb,,,,,,,,,,
2025/02/11 14:43,"ぽんぬの昔のコンテンツ

前編：フォロワー0〜500人まで",https://drive.google.com/file/d/13dxKIAYjGP3CRuSR7ifoHTS_183Lm98z/view?usp=sharing,,,,,,,,,,
2025/02/12 7:49,"【0からのX発信ステップ】

Xの更新できなきひともできてる人も、もっとハードル低く捉えて大丈夫。だんだん上手くなるよ，という話",https://stand.fm/episodes/67abd36ffeac83b67ad5249b,,,,,,,,,,
2025/02/13 16:17,"日報が出せないな〜〜っていう人へ

週報でもいいです、
毎週日曜や金曜に、「今週を振り返る」意味で出してください！

ハードルを下げてもいいからタスク整理と過去の自分を振り返りましょ。
だせなかった、終わり・・・じゃなくて、「ちょっとづつでもいいからやめない」の価値ってめちゃくちゃ大きいです。

出せなくても私に支障はないんです。

・今週の自分、何できたっけ
・なんで今週ダメだったんだっけ
・今週なんで調子良かったんだっけ
・来週はこうしよう

（日報でもそう）

この行為の価値が大きいんですよ〜〜！！
普通に過ごしていると、振り返りなんてしないでしょ？

日々の記録をつける間もなく、疲れて寝ちゃうじゃないですか・・・

「できなかったこと」もアウトプットできる素材の一つです。
それでも振り返れば「あ〜自分にとってこれは詰め込みすぎだったな」とかわかるじゃないですか？

そういうのが必要だったりします",,,,,,,,,,,
2025/02/15 3:26,"【案件のプレっシャーへの耐え方】

案件受注数が増えてくると嬉しい反面、プレッシャーも増えてきます。
グルコンの中でそういう話題が上がったので、マインドとかプレッシャーに対して強くなる考え方を解説してみました",https://stand.fm/episodes/67af89ff0576303b91613bb3,,,,,,,,,,
2025/02/18 10:52,ツイート収集の方法,https://www.loom.com/share/17bde8ceffc042e49d3233b4932269a1?sid=5b5e04f0-4ed0-4f47-a645-f08eef6e39ba,,,,,,,,,,
2025/02/18 11:01,ぽんぬ参考ポスト,https://docs.google.com/spreadsheets/d/1kW-4_RA3QuvOcDs9SMOEBKX4sWj3UUt1CtIrSzTB7kY/edit?usp=sharing,,,,,,,,,,
2025/02/18 11:48,昔もらった誰かの図解まとめ,https://docs.google.com/spreadsheets/d/1aTpgka87bwp_B0btbxfx4qS63IY7l2Bl0jvf1e9ULmE/edit?usp=sharing,,,,,,,,,,
2025/02/19 8:51,"【Xで投稿ネタがない→できるようになった！人がやってること】

発信ネタない人、必聴です",https://stand.fm/episodes/67b50c2a1bf8cc4b93bbad9d,,,,,,,,,,
2025/02/25 7:44,"【ポストするハードルを下げよう】

途切れてもいいから続けるって、価値があるよという話",https://stand.fm/episodes/67bcf614a55bc9f907aba689,,,,,,,,,,
2025/02/26 19:05,"【図解・スライドで0から実案件獲得の1番スムーズなステップ】

最近のうちの講座の王道の流れってこれ",https://stand.fm/episodes/67beddbe04ca09d8f236dedd,,,,,,,,,,
2025/03/01 7:46,"【レイヤー別の自己投資をしよう】

お金の使い方も、今の自分に合わせた使い方をしてね。",https://stand.fm/episodes/67c23c5102d1d15fa8924dc2,,,,,,,,,,
2025/03/05 7:18,【2月の講座の様子レポ】,https://stand.fm/episodes/67c77bb5ad12ab3e59328f96,,,,,,,,,,
2025/03/09 9:18,名古屋で合宿にきております,https://stand.fm/episodes/67ccdade79111f020c55803c,,,,,,,,,,
2025/03/10 10:32,"【合宿と、リールと】
図解リールつくれそうだよよよよっ！！！",https://stand.fm/episodes/67ce408db5e54095929f27f1,,,,,,,,,,
2025/03/17 8:39,【Xに搭載されてるAI、よいぞ】,https://stand.fm/episodes/67d75f729def5c15bbabedb4,,,,,,,,,,
2025/03/19 7:28,【速攻で案件獲得できる方法４つ】,https://www.loom.com/share/f8c6d85162de462db505d09954053df1?sid=264817e2-9025-4811-a364-f0a624747517,,,,,,,,,,
2025/03/29 8:30,"【目標設定のススメ！】

私利私欲を満たす目標も、きめてますか？
実は大事なんですよね。",https://stand.fm/episodes/67e730982c562853b919ed2c,,,,,,,,,,
2025/03/31 14:58,"【代表作ってある？】

以前、代表作はありますか？と聞かれて困った時の話",https://stand.fm/episodes/67ea2e6746a7c96673b8f88d,,,,,,,,,,
2025/04/03 6:16,"【人と比べるときに思い出してほしいこと】
4月初つぶやきです！",https://stand.fm/episodes/67eda663ecff890d9dbacf59,,,,,,,,,,
2025/04/05 13:51,"【あせらない】
※最後にオフ会案内あり

新メンバーも増えましたので、この講座の使い方というか、心構え？的な部分をお話ししました！",https://stand.fm/episodes/67f0b612a52269f3dba8a9fe,,,,,,,,,,
2025/04/09 16:15,【canva×LPってどうなん？と言う話】,https://www.loom.com/share/e3e77ef6b3e3495dbc666a6e19b949f9?sid=d5715d13-f7a7-4163-ae33-313d93c760b1,,,,,,,,,,
2025/04/09 22:36,"さん
わーーーーお！！こんなにがっつり回答もらえるとは思ってなかったのでびっくりです！！お忙しいのにありがとうございます！！
じっくり見てリサーチしてみます",,,,,,,,,,,
2025/04/09 23:40,"LPめちゃくちゃ気になります！
講義していただけると嬉しいです",,,,,,,,,,,
2025/04/11 7:01,"【おすすめ書籍】

ぽんぬの事務所の本棚を晒しました",https://www.loom.com/share/15fd11416c184475922a5b477a225bb9,,,,,,,,,,
2025/04/15 7:25,"【駆け出しの時の勘違い5選】

お仕事に関していまになっておもう
「これ、勘違いだったなー」をまとめました。",https://stand.fm/episodes/67fd8aa6150b93298048392f,,,,,,,,,,
2025/04/17 9:03,"【在宅ワークデビューの時の、買い物リスト】

こんなものに課金することになります(だいたいの人が買うもの)
をまとめてみました。",https://stand.fm/episodes/6800447ce8622d20724134b8,,,,,,,,,,
2025/04/17 9:17,「お探しのページが見つかりません」になっています,,,,,,,,,,,
2025/04/17 9:27,"キラキラ脳筋メスゴリラジオのリンクですね。
例えば、最新のこちら",https://stand.fm/episodes/6800447ce8622d20724134b8,,,,,,,,,,
2025/04/17 9:50,"前はPCでも見られたのですけどね・・・

他の方もそうなってるようなので、スタエフ側の問題かもしれないですね。。",https://x.com/88cmRADIUS/status/1912452921599422588,,,,,,,,,,
2025/04/21 15:41,"【出張を諦めた話】

仕事も育児も！
というのはどこまでかできてると言っていいのか、できてないとなるのかぶっちゃけ線引きがないんですよね。

どちらかを一瞬犠牲にして、どっちかを、優先する。

そのタイミングはきっと人それぞれなんですが...

私の場合、「寝る時にママがいて欲しい」を今回は優先したよっていう話です。",https://stand.fm/episodes/6805e7afc2dd7b79a1389096,,,,,,,,,,
2025/04/23 19:22,"【図解がうまくなる思考】

文字や文章をデザインにするときに私が考えてるのは、こんなことだよ〜というぼやきラジオです",https://stand.fm/episodes/6808bf12b45c57c504c0e7c2,,stand.fm,,,,,,,,
2025/05/03 18:56,"【エックス、何言えばいいかわからないし、何がわからないかもよくわからない人へ】

この講座で、
最初からX運用できてたよ！
という人は0人です。

なんなら
0からアカウント作ったよ！という人が多いくらいなんじゃないかな。

0からでも、見よう見まねで徐々に発信できるようになっていった人ばかりです．

以前に0からどうやってXできるようになったの？というインタビューをしたので、最近入ってくれたみなさんには参考になるよ！",https://youtu.be/j9JTo8rUBYg?si=k68EoGQwPN3k4l4v,https://youtu.be/j9JTo8rUBYg?si=k68EoGQwPN3k4l4v,YouTube,,,,,,,,
2025/05/05 7:01,"【X図解の参考探しアイディア】

「図解のテーマ、きまりません！」という声をたくさんいただいたので、探し方についてです！",https://www.loom.com/share/813ac166ffb44fceb51e3a1736bcbad4?sid=8d514a08-c177-4b31-a08c-692b017fef63,https://www.loom.com/share/813ac166ffb44fceb51e3a1736bcbad4?sid=8d514a08-c177-4b31-a08c-692b017fef63,Loom,"検索コマンド

ゴールド 相性 min_faves:500",,,,,,,
2025/05/08 7:47,"【悩んでいる状態=正解？】

講座やり始めて試行錯誤して、色々悩む場面もあるけどそれが実は正解ルートという話。",https://stand.fm/episodes/681be2ad34ae4ca574362dda,https://stand.fm/episodes/681be2ad34ae4ca574362dda,stand.fm,,,,,,,,
2025/05/14 8:32,"【コスパよくいきましょって話】

図解のネタだしにしても、
コンテンツを作るにしても
私が普段から意識してることを、つぶやいてみました。

結構コスパよく生きてます",https://stand.fm/episodes/6823d61cd71c6a171d6c0fca,https://stand.fm/episodes/6823d61cd71c6a171d6c0fca,stand.fm,,,,,,,,
2025/05/19 10:56,"【実際稼げるようになって「全然ちがうやんけ！！！」と思ったこと。】

3〜4年前と今で
あ、これ全然感覚も事実も違ったわ、、、ということを書き出してみました。

暇つぶしに読んでみてください",https://note.com/preview/nd60469af3ac7?prev_access_key=da31c2746e3159f666cea7dfd80363fe,https://note.com/preview/nd60469af3ac7?prev_access_key=da31c2746e3159f666cea7dfd80363fe,,,,,,,,,
2025/05/21 7:14,"【月収20万円が安定するまでのリアルな流れ】

わたしの場合どうやって20万円が安定したかなぁ、、と思い出しながら話していたら24分も話してしまいました

最初はお金が欲しいから始まったけど
気づいたら「この人が喜ぶことをしたい」という考えで動くようになっていました。",https://stand.fm/episodes/682cfe2b03e841d0713fddb1,https://stand.fm/episodes/682cfe2b03e841d0713fddb1,stand.fm,,,,,,,,
2025/05/25 12:17,"【経験値を最速で積むアイディア４選】

自主制作の他にも
・制作スキル
・コミュニケーションスキル
・責任負担（メンタル部分）
総合的に経験を積めるすぐできるアイディアをまとめてみました！

どれもプラスになるので、自分にとってどの手段がやりやすいかなとか
どれを求めてるかな、っていう視点で聞いてみてください！

デザインは標準装備として鍛えるべきスキルなんですが
それ以外の部分にも目を向ける方が今の業界の状態から見ても得策です。

テキストコミニュケーションできないスーパーデザイナー
メンヘラで波のあるスーパークリエイター

そんな何の再現性もない働き方は非推奨。",https://www.loom.com/share/f6b06a45549948b79d24beeaf10420ee?sid=39d9c40a-a198-4a4a-af7c-5782118221f3,https://www.loom.com/share/f6b06a45549948b79d24beeaf10420ee?sid=39d9c40a-a198-4a4a-af7c-5782118221f3,Loom,,,,,,,,
2025/05/26 10:57,"【マルチタスクができる人、できない人】

なかなか作業が進まない、、、
もっと効率良くできないか、、、

とお悩みの人むけに取りました！

考え方をかえてみて",https://stand.fm/episodes/6833ca059d34dd574275b32b,https://stand.fm/episodes/6833ca059d34dd574275b32b,stand.fm,,,,,,,,
2025/05/28 8:39,"【単価を上げるために必要なこと】

これで「スキル！」って思った人、この動画を10回はみてください。笑

単価上げたい！というひと
将来的に上げていきたい！というひと

何回見てもいいからこの動画をすりこんでほしいです。

このYouTubeの方はぽんぬの受託売上を、30万から200万まで伸ばす指導をしてくれた人です。

※ちょっと後半は難しいので前半みるだけでも○",https://youtu.be/klEZpXcVgBg?si=INGw40TlsecxMODz,https://youtu.be/klEZpXcVgBg?si=INGw40TlsecxMODz,YouTube,,,,,,,,
2025/05/30 6:30,"【焦りの正体】

日報みてるとよく 焦る と言う文字が目に入るので、なんで焦るのか？と
焦ったらやってほしいことを話しました．",https://stand.fm/episodes/6838d112506607bc288b40ea,https://stand.fm/episodes/6838d112506607bc288b40ea,stand.fm,,,,,,,,
2025/06/02 8:43,"【6月、人生初の挑戦やります】

みんな聞いてください。",https://stand.fm/episodes/683ce553556cc9d06122773c,https://stand.fm/episodes/683ce553556cc9d06122773c,stand.fm,,,,,,,,
2025/06/04 7:23,"【初案件獲得と、ふわりさんの秘密】

昨日の勉強会、大盛況でした！
そして今日はふわりさんのお部屋の日です",https://stand.fm/episodes/683f7579e9882ab4c6361957,https://stand.fm/episodes/683f7579e9882ab4c6361957,stand.fm,,,,,,,,
2025/06/06 6:10,"【講座のメンバーがふえて、、本当にサポート大丈夫？】

みなさんに聞いて欲しい内容です。

わたしが考えてる未来も、話してます。",https://stand.fm/episodes/68420730aaa534ae9254cb25,https://stand.fm/episodes/68420730aaa534ae9254cb25,stand.fm,,,,,,,,
2025/06/09 7:39,"【ぽんぬの本音 と 交流会のお知らせ】

今日もめちゃくちゃみんなに聞いて欲しい内容です。
講座やっててこんなこと話していいんか・・・っていう内容ではあるけど・・・

聞いてみてください",https://www.loom.com/share/3ad9643d1bbf4d5987ce04a19360f726?sid=be2ce0b7-fa3e-4e32-9d97-ea2ea12e8aab,https://www.loom.com/share/3ad9643d1bbf4d5987ce04a19360f726?sid=be2ce0b7-fa3e-4e32-9d97-ea2ea12e8aab,Loom,,,,,,,,
2025/06/13 7:36,"【クラウドワークスのセミナースライド案件あるあるとその理由を解説】

セミナースライド案件、
単価やすいけど作るの簡単なものが意外とある。

そんなお話",https://www.loom.com/share/f46f7c87c1834ca5976a35ad6d5ee1b4,https://www.loom.com/share/f46f7c87c1834ca5976a35ad6d5ee1b4,Loom,,,,,,,,
2025/06/16 9:34,"【のりさんの初心者質問会】

のりさんの質問会、このあとありますね。

で....

こんなことに悩む人、ぜひ聞いてみて

・オンライン秘書と図解を組み合わせて何か変わった？
・気配りとか、先回りとか、どうやってきづくの？
・子ども3人いて、ガンガンお仕事できる工夫


とか。


のりさんには私も秘書としてお願いしているんですが、マジで何言っても大体ことがらをまとめて提案して、ググッと進めてくれます。

死ぬほど助かってます。


そんなのりさん、
最初は単価が上げられくて半年？1年？くらいうだうだ期がありました。笑


でもちゃんと
案件取捨選択して
断りを入れることができて
新たなお仕事が舞い込んで

次に進んだお一人です。

最初からめっちゃできている人だったか？
といわれた、半々。

悩み、葛藤もたくさんある人でした。会社を辞める時もそうだった。


少しでも重なる要素があるひとは、話聞くだけでもいいので行ってみてくださいね。

のりさんは質問されれば超丁寧に答えてくれますが、
質問されない限りは遠慮深いのでなにも話しません。笑",,,,,,,,,,,
2025/06/17 8:46,"【頭でっかちになるな】

勉強しよう！
スキルつけよう！

、、、っていうのがズレてる人にはブッ刺さる内容だとおもいます。

自分は大丈夫かどうか、確かめてみてください",https://stand.fm/episodes/6850ac32d7d0f68466c16db3,https://stand.fm/episodes/6850ac32d7d0f68466c16db3,stand.fm,,,,,,,,
2025/06/19 7:02,"【収益化できなかった人の話】

今までに収益化させることができなかった人の特徴や、背景を話してみました。",https://stand.fm/episodes/68533479abeeec76aa64c3d9,https://stand.fm/episodes/68533479abeeec76aa64c3d9,stand.fm,,,,,,,,
2025/06/21 7:13,"【1人とチーム】

いよいよ，，明日はリアルセミナー！

楽しみです♪

そして、セミナー準備しながら
1人でやること
チームでやること
どちらも良し悪しあるね，って思って。

そういう話をしてます。",https://stand.fm/episodes/6855dc5031d5d2af7cc90502,https://stand.fm/episodes/6855dc5031d5d2af7cc90502,stand.fm,,,,,,,,
2025/06/24 6:30,"【案件取るために，本当に必要なのは】

マインド系の話が多くなってしまうけど
内側の部分こそ，すべての土台なので大事にしてほしい。

そんな思いでお話ししました。",https://stand.fm/episodes/6859c587263a4779e54c8c2e,https://stand.fm/episodes/6859c587263a4779e54c8c2e,stand.fm,,,,,,,,
2025/06/25 7:05,"【改めて、X運用について】
3〜4月に入った人は，必聴です。",https://stand.fm/episodes/685b20100ca2cb2326fb0cb4,https://stand.fm/episodes/685b20100ca2cb2326fb0cb4,stand.fm,,,,,,,,
2025/06/25 7:12,"掛け合わせはよくある手段なのですが、基本的に事故りやすいです。

投稿主を批判するつもりはなく、言ってることはあってますが....


これを安易にやって後，こちらの投稿についての考え方をひとつ。",https://x.com/omgt41/status/1937484130952052790?s=46&t=DIlpsZfZQJqamGKAPFDzSw,https://x.com/omgt41/status/1937484130952052790?s=46&t=DIlpsZfZQJqamGKAPFDzSw,,,,,,,,,
2025/06/26 6:07,"【Xでの差別化 | 案件応募の注意点】

昨日のXのはなしのつづきと、
講座内案件に応募するときに注意してほしいことを話しました。

未視聴だと今後の案件への参加が難しくなりますので必ず聞いてください。",https://stand.fm/episodes/685c640a2449285bfb8886c7,https://stand.fm/episodes/685c640a2449285bfb8886c7,stand.fm,,,,,,,,
2025/06/27 8:53,"【1500円のスライドと3000円のスライドの違い】

このポストの答えです。",https://x.com/ponnuzukai/status/1938119077698146468?s=46&t=DIlpsZfZQJqamGKAPFDzSw,https://x.com/ponnuzukai/status/1938119077698146468?s=46&t=DIlpsZfZQJqamGKAPFDzSw,stand.fm,,,,,,,,
2025/06/30 8:10,"【心が壊れるとき、心が折れる時】

ちょっとした昔の話。
しんどい時を知っておくのも大事。",https://stand.fm/episodes/6861c7452b9cfc905d1138a6,https://stand.fm/episodes/6861c7452b9cfc905d1138a6,stand.fm,,,,,,,,
2025/07/07 8:30,"【ぽんぬのつぶやきセレクション】

過去のもので「これは聞いてくれ！」というつぶやきを紹介。


「新たなことに挑戦するとき何を考えているか？」

っていうテーマの話です。

きっと入りたてのみなさんに、ぴったり。",,,,,,,,,,,
2025/07/08 9:00,"【わたしの長所と短所】

最近起きた悲惨な出来事についてはなしてます",https://stand.fm/episodes/686c5f43789a57476e284eff,https://stand.fm/episodes/686c5f43789a57476e284eff,stand.fm,,,,,,,,
2025/07/11 8:24,"ゆるっと雑談

最近あった悲しい出来事を吐露しております",https://stand.fm/episodes/68704b386336ad18f2746175,https://stand.fm/episodes/68704b386336ad18f2746175,stand.fm,,,,,,,,
2025/07/14 8:42,"【ぽんぬの言うX運用とは】


今日は音声を話すタイミングがなかったので、テキストでお送りします。
最後の方にはつぶやきバックナンバーで、「なんでSNS発信を推奨してるのか？」関連の内容をおいてますので、聞いてみてくださいね。

---

「SNSが苦手です」
「Xは使ったことがない」
「Xはプライベートでしかやったことがない」

...と、言う声は多いどころか
この講座入ってくる方の99%がそうです。

ご安心ください。笑

その中で、いざやってみて楽しいと思う人もいれば

やっぱり難しいな...と思う人もいます。

むしろ、後者が多いです。

それもそうで、
会社員として生きてきたり
パートや派遣として生きてきたり

通常の会社員として求められるスキルのなかに

ライティングだの、気持ちの言語化だの、発信だの、バズだの

そんなものを求められることはないからです。

求められる人はなんらかの部署や役割を担ってきた人でしょう。


一つ、冷静に考えてほしいんです。


今までと、いまこの講座の環境は全く違います。
もう違う世界に足を踏み入れていると気付いてください。


会社員と
自営業(そうでなくとも、自分で仕事を取ると言うこと)は

全く違います。

会社は、すべてのルールを決めてくれて、安定の保証をくれる代わりに
・決められた給料
・決められた業務
・決められた職場
・選べない人
・決められた時間
という、約束された予想できる未来だけをくれるものです。

今私が教えているものはそれがすべて取っ払われた場所で
お金を稼ぎ、自分が理想とする未来にすすむ方法です。


その、非常にリスクがひくく、大きく飛躍できる可能性が高く、誰でもできる手法の一つとしてSNSノウハウをお渡ししてます。

その中でも経験値からXがもっとも高確率でうまくいく(継続しやすさ、手軽さ)からノウハウとして固めています。


それがむずかしいのはわかる。
誰でもすぐにできるなら、こんなに美味しい市場にはならないですからね。


Xのアカウント設計も
発信も、難しいと感じたとしてもせめて整えておく(発注者からみて、信頼できそうな人だなと思われるビジュアル)にはしておきましょう。

そこは個性じゃないですよ、
信頼できそう=個性 ですか？

....そんなこと、ないですよね。

最低限、そこはできるはずです。


その上で、Xは後回しにしても良いです。

その代わり、打ち手が一つ減ると言う事実だけはわかってください。

他でその分のアクションを取る必要があります。


全ては可能性を上げるためにできることをやっていくのみです。


ここまで聞いて、わかったと思います。

バズりたい！承認欲求満たしたい！交流会したい！仲間増やしたい！

というSNSの話ではないと言うことが。



仕事の広報としての活動、
業務の1つとして、X をしているんですよ。

それは自分の可能性を広げる手法の１つ、と言うことを覚えておいてくださいね。


それでも嫌だ...と言う人は
このポストで紹介したことや",https://x.com/ponnuzukai/status/1944329708541497437?s=46&t=DIlpsZfZQJqamGKAPFDzSw,https://x.com/ponnuzukai/status/1944329708541497437?s=46&t=DIlpsZfZQJqamGKAPFDzSw,Loom,,,,,,,,
2025/07/14 8:55,p.s 一回やめて別でふりきる！と決めた人は振り切ってください！,,,,,,,,,,,
2025/07/18 1:41,"【注意喚起】

スレッズやxで案件募集に見せかけて営業zoom繋いでくる人が増えてる、と言う話です。

皆様、必ず聞いてください。",https://stand.fm/episodes/6878590a566539f54f8e6e2d,https://stand.fm/episodes/6878590a566539f54f8e6e2d,,,,,,,,,
2025/07/18 5:16,"案件募集にみせて、営業zoomだった！という案件に当たってしまった人へお願いです。

・該当の営業アカウント
・クラウドワークならその募集文
・SNSならその募集投稿
などをぽんぬにDMでおくってほしいです",,,,,,,,,,,
2025/07/18 14:28,スレッズの詐欺垢,https://www.threads.com/@mindfree_works?igshid=NTc4MTIwNjQ2YQ==,https://www.threads.com/@mindfree_works?igshid=NTc4MTIwNjQ2YQ==,,,,,,,,,
2025/07/19 10:25,"【六本木オフ会レポ】

昨日参加されたみなさん、ありがとうございました！

関東組はまた次の機会にもぜひ。

昨日のレポです。",https://stand.fm/episodes/687af38accf5f7470fe81c1a,https://stand.fm/episodes/687af38accf5f7470fe81c1a,stand.fm,,,,,,,,
2025/07/24 7:24,"【パッケージプランのすすめ】

先日とあるクライアントと打ち合わせしたのですが、これみんなやってみると案件につながるかも！と思ったのでシェア",https://stand.fm/episodes/68815fca4dd35260085132a3,https://stand.fm/episodes/68815fca4dd35260085132a3,stand.fm,,,,,,,,
2025/07/28 6:41,"【0.5歩先の先輩】

今日はみなさんの日報返信してくれてるメンバーが、どうしてその役割に立っているのか？

どんな人なのか？

というのを改めてお話ししました。

どんな基準だとおもいますか？

ぜひお聞きください↓",https://stand.fm/episodes/68869c00e6dcad4466e96558,https://stand.fm/episodes/68869c00e6dcad4466e96558,stand.fm,,,,,,,,
2025/07/29 5:53,"【時間の作り方】

夏休み期間，そして猛暑ということもあり

「時間がない」

そんなふうに感じてる人もおおいんじゃないかな？

今日はその打破方法を話しました。",https://stand.fm/episodes/6887e1aaa8d6495055be219c,https://stand.fm/episodes/6887e1aaa8d6495055be219c,stand.fm,,,,,,,,
2025/08/01 6:57,"【8月のご褒美】

8月ですね。

ちょいと試したいことがあるので，これ聞いて日報でアウトプットしてみてください！",https://stand.fm/episodes/688be5982527a6a0029e2a5e,,,,,,,,,,
2025/08/09 5:28,"【新しい夢】

最近更新できてなかった...！

何していたかというと...↓",https://stand.fm/episodes/68965d8359937bf62add540f,,,,,,,,,,
2025/08/11 8:48,"【なんのためにがんばるの？】

自分の目標やゴールすらも自分で決められない人が多い...

と、聞きました。

この講座にいる人にはそうなってほしくない。

というわけで必ず聞いてください↓",https://stand.fm/episodes/68992f47d659126899c0c0f3,,,,,,,,,,
2025/08/13 8:04,"【ピンチを「奪う」】

↑なんか違和感ありません？，この言葉。

この音声の感想、是非教えてください。ポストで",https://stand.fm/episodes/689bc6df43669d0424c8f25e,,,,,,,,,,
2025/08/18 10:58,"【好奇心を育てていなかった、反省】

最近になって判明した、
図解デザイナー講座の欠点の話。",https://stand.fm/episodes/68a288495c28158df3762609,,,,,,,,,,
2025/08/22 8:12,"【みんなにアドバイスする時には大体〇〇】

グルコンとかのとき
どんな思考で答えを出してるかっていう

すんごい呟き配信です。

私の思考がわかりまふ。笑",https://stand.fm/episodes/68a7a63ba3ba1e2702461b72,,,,,,,,,,
2025/08/24 8:08,"【図解デザイナーの本当の価値】

今ここで学んでることも
私らがやっているこも

誰にでもできるけど
誰にでもできない、すごいことなんです。

っていうはなし。",https://stand.fm/episodes/68aa48c45d3680dfa6b9a602,,,,,,,,,,
2025/08/25 18:56,"【この言葉を禁止します。】

初案件がとれてきた！
問い合わせきた！
クラウドワークスにちゃれんじ！

という人はぜーーーーったい
聴いて！！！！

紹介したnote
https://x.com/isawajuri/status/1959802937871323592?s=46&t=DIlpsZfZQJqamGKAPFDzSw",https://stand.fm/episodes/68ac316255e69f8943f6ee9b,,,,,,,,,,
2025/08/27 8:14,"ぽんぬのお知らせ3連発！！
です。

今後についてもおはなししているよん！",https://stand.fm/episodes/68ae3f5413caebfa4241ef75,,,,,,,,,,
2025/08/29 10:46,"【目的と手段がすり替わってない？】

V-log風になりました。
笑

内容はきつめです。笑

・入ったばかりの人
・スライド課題終わった人

は必ず聞いてください！",https://www.loom.com/share/d0cfc077592648f68b2eb0248c24f6f3,,,Loom,,,,,,,
2025/08/31 8:20,"【8月ラスト！と お知らせ】

8月が終わるよ！

と、

今日の成果報告会はみんなおいでー大事なお知らせだよーという話です。",https://stand.fm/episodes/68b385ac5ad5ecfcb29c2806,,,,,,,,,,
